"id","href","album_id","key","track_number","artists_id","energy","loudness","valence","danceability","playlist","speechiness","popularity","liveness","tempo","duration_ms","acousticness","available_markets","lyrics","disc_number","instrumentalness","preview_url","name"
"0TgOp1dI2M7DeqYKvBHtIK","https://api.spotify.com/v1/tracks/0TgOp1dI2M7DeqYKvBHtIK","29Pn86pp3CveMtx2Ncaotc","5.0","1.0","['3MZIxeB762kFLJ8ceou6uJ']","0.572","-7.844","0.13","0.535","Alternative Jukebox","0.0538","39.0","0.0979","171.745","237907.0","0.264","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""
In the graveyard of modern days
The sensual touch is
All that remains
You
Blew the fragile grace
On my skin and in my face
*chorus
Leaving pieces
Behind, anywhere I go
Every time I go
I'm leaving behind my soul
Leaving
Pieces of mine, everywhere I go
Braking in to pieces every time I
Grow
Constant dozing
The rose of the mind flow
Emptiness is always on the
Go
Gliding in the mirrors
Gathering the symptoms
Of all we have
And all we
Don't know
*chorus
""","1.0","0.000592","https://p.scdn.co/mp3-preview/c489d9277ae337e5974d8d9c40080e872b80477f?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Touch"
"2rKVo2Gl8CrLlFxMu40zCX","https://api.spotify.com/v1/tracks/2rKVo2Gl8CrLlFxMu40zCX","19aZxgHJEtveuVPhDFTMMG","4.0","2.0","['57kIMCLPgkzQlXjblX7XXP', '5cMVRrisBpDkXCVG48epED']","0.883","-6.25","0.718","0.304","Throwback Covers '70s & '80s","0.101","53.0","0.178","174.014","299720.0","0.0126","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""

When they come to take you down
When they bring that wagon 'round
When they come to call on you
And drag your body down

Just one thing I ask of you, is just one thing for me
Please forget you knew my name, my darling Sugaree

Shake it, shake it, Sugaree
Just don't tell them that you know me
Shake it, shake it, Sugaree
Just don't tell them that you know me

You thought you was the cool fool
And never could do no wrong
You had everything sewed up tight
So how come you lie awake all night?

Just one thing I ask of you, just one thing for me
Please forget you knew my name, my darling Sugaree

Shake it, shake it, Sugaree
Just don't tell them that you know me
Shake it, shake it, Sugaree
Just don't tell them that you know me

Well, in spite of all you gained
You still had to stand out in the pouring rain
One last voice is calling you
And I guess it's time you go

Just one thing I ask of you, just one thing for me
Please forget you knew my name, my darling Sugaree

Shake it, shake it, Sugaree
Just don't tell them that you know me
Shake it, shake it, Sugaree
Just don't tell them that you know me
(Shake it, shake it, Sugaree)
(Shake it, shake it, Sugaree)

Shake it, shake it, Sugaree
I'll meet you at the Jubilee
If that Jubilee don't come
Maybe I'll meet you out on the run

Just one thing I ask of you, is just one thing for me
Please forget you knew my name, my darling Sugaree

Shake it, shake it, Sugaree
Just don't tell them that you know me
Shake it, shake it, Sugaree
Just don't tell them that you know me
Shake it, shake it, Sugaree
Just don't tell them that you know me
Shake it, shake it, Sugaree
Just don't tell them that you know me
""","1.0","0.235","https://p.scdn.co/mp3-preview/90d7bc95ee7cbf418bcaf45d56e2debdd6526033?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Sugaree"
"2HtrbgSrkOm7HqrbD7DmGr","https://api.spotify.com/v1/tracks/2HtrbgSrkOm7HqrbD7DmGr","6L3mNq3mwbboDq6iW4Y0mk","11.0","14.0","['6vEWV0gVH07h1wPQBn8FEW']","0.222","-15.116","0.786","0.662","Blues Origins","0.0511","45.0","0.12","104.68","186520.0","0.972","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""
I have had my fun if I never get well no more
I have had my fun if I never get well no more
All of my health is failing
Lord, I'm going down slow
I'm going down slow
Please write my mother and tell her the shape I'm in
Please write my mother and tell her the shape I'm in
Tell her to pray for me
Forgive me for my sin
For all of my sin
On the next train south
Look for my clothes back home
On the next train south
Look for my clothes back home
'Cause all of my health is failing
Lord, I'm going down slow
I'm going down slow
All of my health is failing
Lord, I'm going down slow
I'm going down slow
Feel like I'm going, like I'm going down slow
I feel like I'm going, like I'm going down slow
I feel like I'm going, like I'm going down slow
I feel like I'm going, like I'm going down slow
I feel like I'm going, like I'm going down slow
""","1.0","4.74e-05","https://p.scdn.co/mp3-preview/2fb0dcf2ee110c08424a923dd8adf6076378a5e1?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Lead Pencil Blues (1935)"
"0nWhvEGfDmIuz6ujMPaMBn","https://api.spotify.com/v1/tracks/0nWhvEGfDmIuz6ujMPaMBn","6sFBBEA0J9xZuxFLJgRjiI","2.0","1.0","['0NGAZxHanS9e0iNHpR8f2W', '47BEc2RoW53owMyxacXWdV', '25tMQOrIU4LlUo6Sv8v5SE']","0.666","-4.173","0.158","0.629","Eletrônicas Para Dançar","0.0558","65.0","0.317","124.08","179510.0","0.117","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""

When I met you it was summer love
We were rebels living just for fun
Lie awake until the sun
Creeped into the crease of the curtains (Curtains)
We go drinkin' underneath the green
And we dream of being 17
I remember who we were
We were looking out to the future (The future)

When we were young, we thought we knew it all
When we were strong and undefeatable
Oh, no, no, no, when we were young
Oh, no, no, no, and we were innocent
When we were young
And we were innocent

When I see you now you look the same
Pretty face inside a different frame
I don't even know if you
Still listen to the tunes that we used to
(Oh, when we were young)

When we were young, we thought we knew it all
When we were strong and undefeatable
Oh, no, no, no, when we were young
Oh, no, no, no, and we were innocent
When we were young
And we were innocent
When we were young
And we were innocent

We've got stop
We're all grown up
We might as well
Embrace the fun
So keep your words
Give me your touch
Know that we're young
And we were innocent
And we were innocent
When we were young
And we were innocent

When we were young, we thought we knew it all
Knew it all, and we were innocent
When we were young, we thought we knew it all
Knew it all, and we were innocent
When we were young, we thought we knew it all
When we were strong and undefeatable
Oh, no, no, no, when we were young
Oh, no, no, no
""","1.0","0.0","https://p.scdn.co/mp3-preview/f6c72c39bc921bb725a8245edef3d519064fa5cb?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Innocent (feat. Gavin James)"
"5xu8mughsWw4uCVOAGvKJY","https://api.spotify.com/v1/tracks/5xu8mughsWw4uCVOAGvKJY","35dwA1nVZgVdOpLiMELAVC","4.0","10.0","['4dSDQR6kZAlQbDG44CYDdL', '5eNftriuLkZsaNTAiVHjHx']","0.627","-6.834","0.813","0.926","Cantando com Cocoricó","0.0821","16.0","0.166","136.019","182187.0","0.793","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""
Nem a água do mar
Nem da máquina de lavar
Pode separar dois amigos
Na parede do quarto
Você pode ver
Como são unidos
Léo junto ao Júlio
Júlio junto ao Leo
Léo junto ao Júlio
Júlio junto ao Leo
O Júlio é um menino
E o Léo é o seu leão
Ele é o maior
Ele é o melhor
Ele é o seu mais
Querido amigo
Ele é o maior
Ele é o melhor
Ele é o seu mais
Querido amigo
Chegando da escola
O Júlio entra no seu quarto
Procurando o amigo Léo
Vai ficando assustado
Cadê o Léo, cadê o Léo
O Léo onde é que está?...
""","1.0","0.0","https://p.scdn.co/mp3-preview/278bf7c4be6f49cce14b040eb6b21707c4a455dd?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Galinhas Globais"
"03yVu7QbfYZWKFLftH7ibt","https://api.spotify.com/v1/tracks/03yVu7QbfYZWKFLftH7ibt","2jalkvKIskN3GecqZAuqam","8.0","4.0","['7gqsi6aBSkRMJoL9psKqMr']","0.217","-12.772","0.13","0.669","Lazy Weekend","0.0347","41.0","0.108","89.65","342747.0","0.833","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""
She lay beside me
Like a branch from a tender willow tree
I was as still
As still as a river could be
When a rococo zephyr (rococo)
Swept over
Her and me (rococo)
She watched the water ripple ripple ripple ripple light
Light watched the water ripple ripple ripple ripple she
Did some kind of dance
Jaunty as a bee
I tried to look my best
A finch in wild mint vest
A fiercer force had wrenched her
From where she used to be
I caught and caressed the length of her
A tender willow branch floatin' on me
Well maybe this was all
Was all that meant to be
Maybe this is all
Is all that meant to be
A rococo zephyr (rococo)
Crept up
And stepped over
Her and me (rococo)
Well I used to be sort of blind
Now I can sort of see
Yeah I used to be sort of blind
Now I can sort of see
""","1.0","0.44","https://p.scdn.co/mp3-preview/8f27cb99d8b821cf820c8daa7a708acdc2a54ed6?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Rococo Zephyr"
"56Gp1NAvyhzBlF8K7cTIwA","https://api.spotify.com/v1/tracks/56Gp1NAvyhzBlF8K7cTIwA","0s4FkvaqfxbsMLMgPoZ7EB","4.0","1.0","['2e4nwiX8ZCU09LGLOpeqTH', '0Qd65xBSFzdm3zCEu2ThQF']","0.523","-5.997","0.246","0.534","Italia 100%","0.0296","57.0","0.116","140.024","224893.0","0.366","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""
(Fatti sentire)
(Fatti sentire, fatti sentire)
(Fatti sentire)
(Fatti sentire)
Nell’attesa di uno sguardo
Che arrivi anche in ritardo
Quante volte questo tempo
Ci ha rubato un ricordo
Che comunque tutto passa
Anche quando non vorresti
E ti ritrovi coi tuoi anni
E con i sogni più stretti
Dio ma come si fa
A trovare il coraggio di andare
Anche quando vorresti restare
Dimmi come si fa
A rialzarsi anche quando fa male
E continuare
Ad allacciarsi le scarpe
E ripartire da zero
A ricordare che niente e nessuno
Può rubarti il futuro
È importante
Tu sei importante
E ricordati di te
Quando il mondo ti dimentica
Lascia sempre una traccia
Su un cuore che passa
Che comunque tutto resta
Anche se non te ne accorgi
Puoi trovarli negli occhi
Quei ricordi mai scritti
Dio ma come si fa
A trovare il coraggio di andare
Anche quando vorresti restare
Dimmi come si fa
A rialzarsi anche quando fa male
E continuare
Ad allacciarsi le scarpe
E ripartire da zero
A ricordare che niente e nessuno
Può rubarti il futuro
È importante
Tu sei importante
Fatti sentire
Fatti sentire
Ad allacciarsi le scarpe
E ripartire da zero
A ricordare che niente e nessuno
Può rubarti il futuro
È importante
Tu sei importante
Fatti sentire
Sei importante
Tu sei importante
""","1.0","0.0","https://p.scdn.co/mp3-preview/8e55a91098ede4124a8b39048a9cbfb5dd0861df?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Il coraggio di andare (feat. Biagio Antonacci)"
"5Xkgtthlbwb9lVbo282i1f","https://api.spotify.com/v1/tracks/5Xkgtthlbwb9lVbo282i1f","0C8zVp6MGfNddW2N3gYbp8","7.0","3.0","['4CT1odezsNRAX8mxy3CSiz', '2LmyJyCF5V1eQyvHgJNbTn', '3gacryguGmpmCvgPGt2CBI']","0.436","-17.517","0.319","0.409","Classical World: Brazil","0.0502","18.0","0.0968","113.438","226800.0","0.323","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","-99","1.0","0.898","https://p.scdn.co/mp3-preview/27ba23573537871f9391a262d8bdada3845b43f1?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Reisado do Pastoreio: III. Batuque"
"6hTW1WQEFqylzC7crGMGAa","https://api.spotify.com/v1/tracks/6hTW1WQEFqylzC7crGMGAa","7u9gfJtWApTzi9Mi5BaECZ","6.0","1.0","['78nr1pVnDR7qZH6QbVMYZf']","0.625","-8.831","0.404","0.755","Pop Leve","0.343","57.0","0.638","103.199","196203.0","0.271","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""


Facção carinhosa, ei, ei

Eu não gosto do bom gosto
Eu não gosto de bom senso
Eu não gosto dos bons modos
Eu não gosto, eu não gosto

Eu aguento até rigores
Eu não tenho pena dos traídos
Eu hospedo infratores, banidos
Eu respeito conveniências
Eu não ligo pra conchavos
Eu suporto aparências
Eu não gosto de maus tratos

Mas o que eu não gosto mesmo é do bom gosto
Eu não gosto do bom senso
Eu não gosto dos bons modos
Eu não gosto, eu não gosto, eu não gosto, eu não gosto

Eu aguento até os modernos
E seus segundos cadernos
Eu aguento até os caretas
E suas verdades perfeitas

O que eu não gosto é do bom gosto
Eu não gosto do bom senso
Eu não gosto dos bons modos
Eu não gosto, eu não gosto

Eu aguento até os estetas
Eu não julgo competência
Eu não ligo pra etiqueta
Eu aplaudo a rebeldia
Eu respeito tiranias
Compreendo piedades
Eu não condeno mentiras
Não condeno vaidades

O que eu não gosto é do bom gosto
Eu não gosto do bom senso
Não, não, não, não
Não gosto dos bons modos
Não, não, não, não
Não, não gosto
O que eu não gosto é do bom gosto
Eu não gosto do bom senso
Eu não gosto, eu não gosto, eu não gosto, eu não gosto

Eu gosto dos que têm fome
Dos que morrem de vontade
Dos que secam de desejo
Dos que ardem
Eu gosto dos que têm fome
Dos que morrem de vontade
Dos que secam de desejo
Dos que ardem
Eu gosto dos que têm fome
Dos que morrem de vontade
Dos que secam de desejo
Dos que ardem, dos que ardem
Eu gosto dos que têm fome
Dos que morrem de vontade
Dos que secam de desejo
Dos que ardem

Eu não gosto de bom modos
Eu não gosto de bom senso
Eu não gosto de vaidade
Na real, não gosto de nada nessa porra
Eu não gosto de ter que gravar e repetir as coisas vinte vezes
Eu não gosto, eu não gosto, eu não gosto, eu não gosto, não
Eu não gosto, não
Eu não gosto
Eu não gosto
Eu não gosto, eu não gosto
Eu não gosto, eu não gosto, eu não gosto
Tanto que no fundo eu até gosto
""","1.0","0.0","https://p.scdn.co/mp3-preview/cee0bf5c1234c820faab543b8ebeb95b2e2c2b84?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Senhas"
"4uBRY5Zw5F7uccQxvLXI27","https://api.spotify.com/v1/tracks/4uBRY5Zw5F7uccQxvLXI27","7kKWbyB6mj42aqLfsp4XOk","1.0","1.0","['0vAYt4d53Aqk5zqJ764Y9l']","0.967","-4.606","0.752","0.581","Re-Acción Punk","0.0381","22.0","0.258","122.0","163670.0","0.000694","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""
Te extraño más que nunca y no sé qué hacer
Despierto y te recuerdo al amanecer
Espera otro día por vivir sin ti
El espejo no miente, me veo tan diferente
Me haces falta tú
La gente pasa y pasa siempre tan igual
El ritmo de la vida me parece mal
Era tan diferente cuando estabas tú
Sí que era diferente cuando estabas tú
No hay nada más difícil que vivir sin ti
Sufriendo en la espera de verte llegar
El frío de mi cuerpo pregunta por ti
Y no sé en dónde estás
Si no te hubieras ido sería tan feliz
La gente pasa y pasa siempre tan igual
El ritmo de la vida me parece mal
Era tan diferente cuando estabas tú
Sí que era diferente cuando estabas tú
No hay nada más difícil que vivir sin ti
Sufriendo en la espera de verte llegar
El frío de mi cuerpo pregunta por ti
Y no sé en dónde estás
Si no te hubieras ido sería tan feliz
No hay nada más difícil que vivir sin ti
Sufriendo en la espera de verte llegar
El frío de mi cuerpo pregunta por ti
Y no sé en dónde estás
Si no te hubieras ido sería tan feliz
Si no te hubieras ido
Si no te hubieras ido
Si no te hubieras ido sería tan feliz
""","1.0","2.84e-06","https://p.scdn.co/mp3-preview/c9c7609cdc2ff49bdce601c779f2a00eccdb446e?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Deja de Actuar"
"2tergQtVsHUBYlL76Kx93c","https://api.spotify.com/v1/tracks/2tergQtVsHUBYlL76Kx93c","7i0IU9ewVxt4do3QZZLXzN","2.0","1.0","['2DlGxzQSjYe5N6G9nkYghR', '4wLXwxDeWQ8mtUIRPxGiD6']","0.9","-3.5","0.373","0.582","This Is Jennifer Lopez","0.117","55.0","0.31","147.901","211055.0","0.227","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""

Hace dos años y un día que vivo sin él
Hace dos años y un día que no lo he vuelto a ver
Y aunque no he sido feliz aprendí a vivir sin su amor
Pero al ir olvidando de pronto una noche volvió
¿Quién es?

Soy yo

¿Qué vienes a buscar?

A ti

Ya es tarde

¿Por qué?

Porque ahora soy yo la que quiere estar sin ti
Por eso vete, olvida mi nombre, mi cara, mi casa
Y pega la vuelta

Jamás te pude comprender

Vete, olvida mis ojos, mis manos, mis labios
Que no te desean

Estás mintiendo, ya lo sé

Vete, olvida que existo, que me conociste
Y no te sorprendas, olvida de todo que tú para eso
Tienes experiencia

En busca de emociones un día marché
De un mundo de sensaciones que no encontré
Y al descubrir que era todo una gran fantasía volví
Porque entendí que quería las cosas que viven en ti

Adiós

¡Ayúdame!

No hay nada más que hablar

Piensa en mí

Adiós

¿Por qué?

Porque ahora soy yo la que quiere estar sin ti
Por eso vete, olvida mi nombre, mi cara, mi casa
Y pega la vuelta

Jamás te pude comprender

Vete, olvida mis ojos, mis manos, mis labios
Que no te desean

Estás mintiendo, ya lo sé

Vete, olvida que existo, que me conociste
Y no te sorprendas, olvida de todo que tú para eso
Tienes experiencia
Por eso vete, olvida mi nombre, mi cara, mi casa
Y pega la vuelta

Jamás te pude comprender

Vete, olvida mis ojos, mis manos, mis labios
Que no te desean
Por eso vete, olvida mi nombre, mi cara, mi casa
Y pega la vuelta

Estás mintiendo, ya lo sé

Vete, olvida mis ojos, mis manos, mis labios
Que no te desean
Por eso vete, olvida mi nombre, mi cara, mi casa
Y pega la vuelta

Jamás te pude comprender
""","1.0","0.0","https://p.scdn.co/mp3-preview/a1c3aed75657428d63582f3846710911ef1cec35?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Olvídame y Pega la Vuelta"
"6XnitRhvk8ps3W13uXpzrV","https://api.spotify.com/v1/tracks/6XnitRhvk8ps3W13uXpzrV","0qoaBRzr7DCWrapHWwtjvI","6.0","1.0","['0tSC9Vot7WlR1MsLBqQ9HX']","0.841","-7.596","0.211","0.785","Hands in The Éire","0.0546","31.0","0.108","130.011","346256.0","0.00166","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","-99","1.0","0.904","https://p.scdn.co/mp3-preview/2d9f554abb898bdd97a4ad91e36567d2192ae979?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Unloving - Original Mix"
