"id","href","album_id","key","track_number","artists_id","energy","loudness","valence","danceability","playlist","speechiness","popularity","liveness","tempo","duration_ms","acousticness","available_markets","lyrics","disc_number","instrumentalness","preview_url","name"
"6Yp6bCLd4IWur1yL2Xirrk","https://api.spotify.com/v1/tracks/6Yp6bCLd4IWur1yL2Xirrk","1zfbxCBx19QGZoGsiivrcA","6.0","1.0","['13ACz7DIictCpSYGglNTHs', '1IJe80moz409PtxW4llPFw']","0.232","-9.919","0.661","0.886","Lo-Fi Beats","0.4","64.0","0.114","130.015","166154.0","0.247","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","-99","1.0","0.906","https://p.scdn.co/mp3-preview/f6301d1ce6e772608f9875913d1adde029218fd6?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Away with the Fairies"
"3g7Q4hjsL7YPvUReSox6Ni","https://api.spotify.com/v1/tracks/3g7Q4hjsL7YPvUReSox6Ni","5yK9vZbSRCqMn8sRmhmvqw","8.0","1.0","['6jPriOYMyUL9kNonBI1CNd', '6xOZKOMHbvNCwflRqqUa5D']","0.769","-6.674","0.61","0.5","Fest Hele Natten","0.185","29.0","0.145","105.876","202075.0","0.422","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""

Girl, I know you very well, see you growing every day
I never really looked before, now, you take my breath away
Suddenly, you're in my life,  everything I do
Got me working day and night, just tryna keep all of you
Here in your arms I found my paradise
My only chance for happiness
And if I lose you know, I think I would die

Say you'll always be my baby
We could make it shine
We can take forever
Just a minute at a time

More than a woman, ooh
More than a woman to me
More than a woman, she's more than a woman
More than a woman to me

More than a woman to me

There I saw he  you, people's in love like you and me
And I can see myself, let history repeat itself
Reflecting how I feel for you, thinkin' 'bout those people then
I know that in a thousand years, I found love with you again
This is the only way that we should fly
This is the only way to go
And if I lose you know, I think I would die

Say you'll always be my baby
We could make it shine
We can take forever
Just a minute at a time

'Cause you're more than a woman, ooh
More than a woman to me
More than a woman, she's more than a woman
More than a woman to me
More than a woman, ooh
More than a woman to me (more, more, yeah)
More than a woman, ooh (more than a woman)
More than a woman to me

Yeah, more than a woman
More than a woman to me, ooh
More than a woman, ooh
You are more than a woman to me
""","1.0","0.0","https://p.scdn.co/mp3-preview/9df828972ab9879fa66034746d31045fc20e6863?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","More Than A Woman"
"0LwheLsA1YegXV1BGoVurY","https://api.spotify.com/v1/tracks/0LwheLsA1YegXV1BGoVurY","3BkXfRYfZGrP5z2an2zYqb","7.0","1.0","['0sklgkoO5JeS7YNhHS5EmH']","0.742","-7.88","0.601","0.771","Hands in The Éire","0.0658","36.0","0.0732","140.005","387451.0","0.00055","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","-99","1.0","0.91","https://p.scdn.co/mp3-preview/4e5d28c4257c78fabb294e63266fb9c5bbba8459?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Break That - Original Mix"
"0hmAHKfApD3YNFsT0rGU0f","https://api.spotify.com/v1/tracks/0hmAHKfApD3YNFsT0rGU0f","4b9tfDAVGDqFTtQMlH2UmR","4.0","3.0","['430byzy0c5bPn5opiu0SRd', '79fAZ50LAuQbzEjVnkpTvY', '4pUlxIsPeR9YPnF188Pcbr', '4Q6c37zCXu7UvWmUcROoVq']","0.0894","-19.271","0.0769","0.246","A Different Sleeping List","0.0406","27.0","0.188","86.902","196347.0","0.924","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","-99","1.0","0.919","https://p.scdn.co/mp3-preview/5e2ded4ae3cfcc1ded465e5e6cb4492281b1dc5e?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","""Serenade for Strings, Op. 20: I. Allegro piacevole"""
"01zd6N3yOLYqvvs1cNymlG","https://api.spotify.com/v1/tracks/01zd6N3yOLYqvvs1cNymlG","4GrUHZqMoEEFborTHxKCD1","0.0","1.0","['3xiRYQZVARrNMoG7qgT4TF']","0.523","-9.807","0.0884","0.537","Pehmein","0.0259","52.0","0.107","115.044","196183.0","0.589","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","-99","1.0","0.92","https://p.scdn.co/mp3-preview/5c906bb646e5c16e7b0ef6398737f5df56e71af3?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Wandering"
"25ZZwtcczBGkg0J120elA6","https://api.spotify.com/v1/tracks/25ZZwtcczBGkg0J120elA6","2nJLXTMmbtJA628nthJPP6","10.0","1.0","['78rdC4FvVaOJmEgfjlUi4a', '55kkrbuMkdzPGD7YGA6xrJ']","0.951","-1.922","0.862","0.725","Folk Punjabi","0.217","26.0","0.0798","91.889","216030.0","0.349","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""

No New Year's Day to celebrate
No chocolate-covered candy hearts to give away
No First of Spring, no song to sing
In fact here's just another ordinary day

No April rain, no flowers bloom
No wedding Saturday within the month of June
But what it is is something new
Made up of these three words I say to you

I just called to say I love you
I just called to say how much I care
I just called to say I love you
And I mean it from the bottom of my heart

No summer's high
No warm July
No harvest moon to light one tender August night
No autumn breeze
No falling leaves
Not even time for birds to fly to southern skies
No Libra sun
No Halloween
No giving thanks to all the Christmas joy you bring
But what it is, though old so new
To fill your heart like no three words could ever do

I just called to say I love you
I just called to say how much I care
I just called to say I love you
And I mean it from the bottom of my heart

I just called to say I love you
I just called to say how much I care
I just called to say I love you
And I mean it from the bottom of my heart
""","1.0","1.23e-06","https://p.scdn.co/mp3-preview/40ff16985d5f8706272f5bce7a40f59073613455?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Bhakhare Da Paani"
"1GchaKRN5gASUBLAPVjYqg","https://api.spotify.com/v1/tracks/1GchaKRN5gASUBLAPVjYqg","30Tv1tpCJciX7TAbdFyobi","2.0","7.0","['5aIqB5nVVvmFsvSdExz408', '5HG9Eg7Ik8ZuNtMyGYTxLG', '0z1Xm1EDwfBTBpsMQlBFOD']","0.0136","-31.213","0.0378","0.337","Klassik die man hören muss","0.0376","34.0","0.155","141.464","241373.0","0.99","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""

Woke up this morning found a letter that she wrote
She said she's tired that I'm always on the road
Too hard to swallow being alone
She needs someone at night that she can hold
She must have told me a thousand times before
Silent cries I use to ignore
God knows I love her
Didn't mean to hurt her

Baby I'll be
Sitting here waiting on you to come home again
I won't leave
Promise I'll be here to the very end
By your side
To protect you and to love you and to be with you for life
Come on home to me Charlene

She knows I really love this old music thing
Since I was a child it's been my dream
I can support her treat her and spoil her
You know buy her the finer things
But I forgot about loving her
Damn the money, diamonds, and pearls
What about the hard day she had with the baby
All she need is for me to love her

Baby I'll be
Sitting here waiting on you to come home again
I won't leave
Promise I'll be here to the very end
By your side
To protect you and to love you and to be with you for life
Come on home to me Charlene

Promise I can't live without her
God knows I need her loving
And it hurts so bad that's she gone away
I pray that she'll come back one day
In my life

Baby I'll be
Sitting here waiting on you to come home again
I won't leave
Promise I'll be here to the very end
By your side
To protect you and to love you and to be with you for life
Come on home to me Charlene

Oh oh oh
Sometimes I cry
Charlene if you're listening would you call on me
Because my heart is aching
""","1.0","0.476","https://p.scdn.co/mp3-preview/77e550b4e0e9208a3ae504c61932f15b17ae499d?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Keyboard Concerto in D Minor BWV 974: II Adagio"
"3pynQyKd7n3gCxO6Vsmjgl","https://api.spotify.com/v1/tracks/3pynQyKd7n3gCxO6Vsmjgl","5cTHeB6qAS8N6L4gZJTKz7","9.0","4.0","['1tcgfoMTT1szjUeaikxRjA']","0.222","-25.424","0.0773","0.303","Classical X","0.143","25.0","0.126","76.1","311717.0","0.822","""['AD', 'AE', 'AR', 'BE', 'BG', 'BH', 'BO', 'BR', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DO', 'DZ', 'EC', 'EE', 'EG', 'FR', 'GR', 'GT', 'HN', 'HU', 'IE', 'IL', 'IN', 'IS', 'JO', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'NI', 'NL', 'NZ', 'OM', 'PA', 'PE', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SK', 'SV', 'TN', 'TR', 'UY', 'ZA']""","""

""","1.0","0.0429","https://p.scdn.co/mp3-preview/28bd102cc180013bf510b39725ac9c00b6de4446?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","ZURE"
"3HRBCvj30WHKw7K5cg2u0l","https://api.spotify.com/v1/tracks/3HRBCvj30WHKw7K5cg2u0l","5TWOWpWProsNkD8QVC2Hhy","6.0","40.0","['4M0PZyOPSvjzFEBRg3G8xA']","0.371","-14.292","0.613","0.626","Hörspielzeit: Tabaluga","0.498","14.0","0.45","112.553","81840.0","0.513","""['AT', 'CH', 'DE', 'LI']""","""
In the land of San Domingo
Lived a girl called Oh By Jingo
From the fields and from the marshes
Came the young and oh by goshes
They all spoke with a different lingo
But they all loved Oh By Jingo
And every night
They sang in the pale moonlight
Oh By Gee, By Gosh, By Gum, By Jove
Oh By Jingo, won't you hear our love?
We will build for you a hut
You will be our favorite nut
We will have a lot of little oh By Gollies
And we'll put them in the follies
By Jingo said, â€½By Gosh, By Gee
By Jiminy, please don't bother meâ€
So they all went away singing
Oh By Gee, By Gosh, By Gum, By Jove, By Jingo
By Gee, you're the only girl for me
Oh By Gee, By Gosh, By Gum, By Jove
Oh By Jingo, won't you hear our love?
We will build for you a hut
You will be our favorite nut
We will have a lot of little oh By Gollies
And we'll put them in the follies
By Jingo said, â€½By Gosh, By Gee
By Jiminy, please don't bother meâ€
So they all went away singing
Oh By Gee, By Gosh, By Gum, By Jove, By Jingo
By Gee, you're the only girl for me
""","1.0","5.45e-05","https://p.scdn.co/mp3-preview/2dcb4d262780eb50047fba73f15e9d5b48b2fec2?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Prüfung mit Hindernissen - Teil 20"
"44i6jEICONcpRzd3Tyejlp","https://api.spotify.com/v1/tracks/44i6jEICONcpRzd3Tyejlp","7HM3moOHu6Aah41Vqnut4U","11.0","1.0","['1O5IeYqvtwnWzlNq3Ux3jd']","0.356","-10.464","0.513","0.667","Frühlings Chillout","0.46","53.0","0.125","177.897","211766.0","0.835","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""

You told me I would never see you walk away
Said you'd never break my heart
Never leave me in the dark
I guess there's just some promises you shouldn't make
Shoulda known from the start

I'm in the dark
Show a little loving
Shine a little light on me
Show a little loving
Shine a little light on me
Show a little loving
Shine a little light on me
Show a little loving

I'm in the dark
I can't see
Can't see it
Can't see it
Feeling my way back to you
I can't feel
Can't feel it
Can't feel it

Reach out and show a little loving
Shine a little light on me
Show a little loving
Shine a little light on me
I'm in the dark
Show a little loving
Shine a little on me
Show a little loving
Show a little loving

You told me I would never see you go astray
Said we'd never be apart
Never leave me in the dark
I guess there's just some promises you shouldn't make
Shoulda known from the start

I'm in the dark
I can't see
Can't see it
Can't see it
Feeling my way back to you
I can't feel
Can't feel it
Can't feel it

Reach out and show a little loving
Reach out and show a little loving
Shine a little light on me
Show a little loving
Shine a little light on me

I'm in the dark
Show a little
Shine a little light on me
Show a little loving
Show a little loving

I'm in the dark
I can't see
Can't see it
Can't see it
Feeling my way back to you
I can't feel
Can't feel it
Can't feel it

Reach out and show a little loving
Reach out and show a little loving
Shine a little light on me
Show a little loving
Shine a little light on me

I'm in the dark
Show a little loving
Shine a little light on me
Show a little loving
Show a little loving
""","1.0","1.42e-05","https://p.scdn.co/mp3-preview/1a4886ff075cf426954f2380fb8499d8d44a0ed4?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Feel Me - Single Version"
"4jDMIiLf6D1HC0GS3j5VcI","https://api.spotify.com/v1/tracks/4jDMIiLf6D1HC0GS3j5VcI","2EfMP3RCLAupZmSLroX7gN","11.0","1.0","['2GFsWXpTIn6G1kRjW3RAQX', '6PzIdGm3OmjEjT0OgnlWeo']","0.569","-5.978","0.53","0.854","Chinese Hip Hop Stars","0.0907","40.0","0.161","135.018","202450.0","0.379","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""

寶貝
有件事我希望妳能了解
今天和新公司談了合約
開給我夢寐以求的條件
是時候高飛
但是 baby
創造前註定伴隨著毀滅
將獻出我七年的青春歲月
而妳和我的愛將成為罪孽
是時候告別
我將流連深夜場 違反妳的門禁
夜店章 蓋過妳的唇印
鎂光燈閃 驅逐如影隨行的倩影
妳聽 多少目光 他們正在看
等著我釋放 一顆震撼彈
若夢想成真 只有one chance
願不願拿真愛換

禁愛令 簽在這
現在起 antilove （anti anti 戀愛）
禁愛令 簽在這
現在起 antilove （anti anti 戀愛）
（禁愛令）下定決心這一秒鐘起
（簽在這）放棄所有愛人的能力
（現在起）簽下出賣靈魂的約契
（Antilove）再也無法愛妳

我的寶貝
可不可以別再流眼淚
說實在的已經解釋到我有點累
當初說妳會 當我最強大的後備
現在就別再扯我後腿
妳好霸道 想要獨佔我的愛
當我上台 誰能不看我的帥
這無關我的壞 行程表 早已塞爆
我的檔期不是妳能負擔起的債
坦白說我已經算坦白
白紙黑字清楚攤了牌
有多少人們暗地裡為了形象為了慾望為了新台幣
用隱形墨水簽了禁愛令 know what i mean
所以 抱歉 我不感到抱歉
I gotta go 我沒時間浪費
而且 再見 也不是不會再見
妳可以買票看我演唱會
我將流連深夜場 違反妳的門禁
夜店章 蓋過妳的唇印
鎂光燈閃 驅逐如影隨行的倩影
妳聽 多少目光 他們正在看
等著我釋放 一顆震撼彈
若夢想成真 只有one chance
願不願拿真愛換

禁愛令 簽在這
現在起 antilove （anti anti 戀愛）
禁愛令 簽在這
現在起 antilove （anti anti 戀愛）
（禁愛令）下定決心這一秒鐘起
（簽在這）放棄所有愛人的能力
（現在起）簽下出賣靈魂的約契
（Antilove）再也無法愛妳

禁愛令
簽在這
現在起
Antilove
新台幣
進來了
親愛的
離開了
禁愛令
簽在這
現在起
Antilove
新台幣
進來了
親愛的
離開了
禁愛令
簽在這
現在起
Antilove
新台幣
進來了
親愛的
離開了
簽下禁愛令
從這一刻起
不能再愛妳 oh baby
喪失愛人的能力
也無法愛自己
""","1.0","3.29e-06","https://p.scdn.co/mp3-preview/6473824979e4e603708fc24b1102b04a3d39dba1?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","高級愛情故事"
"1kdxZYbXrqBX2hWtw3VFQF","https://api.spotify.com/v1/tracks/1kdxZYbXrqBX2hWtw3VFQF","5jgQl00nL7ei2z5Biv7kdV","10.0","1.0","['2kreKea2n96dXjcyAU9j5N']","0.697","-13.796","0.916","0.842","80'er fest","0.0654","50.0","0.583","134.533","267227.0","0.161","""['AD', 'AE', 'AR', 'AT', 'BE', 'BH', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HN', 'IE', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'NI', 'NL', 'NO', 'OM', 'PA', 'PE', 'PS', 'PT', 'PY', 'QA', 'SA', 'SE', 'SV', 'TN', 'UY']""","""
Your eyes tell me how you want me
I can feel it in your heart beat
I know you like what you see
Hold me, I'll give you all that you need
Wrap your love around me
You're so excited, I can feel you
Getting hotter, oh baby
I'll take you down, I'll take you down
Where no one's ever gone before
And if you want more, if you want more
More, more, more
Jump for my love
Jump in and feel my touch
Jump if you want to taste my kisses
In the night then
Jump, jump for my love
Jump, I know my heart can make you happy
Jump in, you know these arms
Can feel you up
Jump, if you want to taste my kisses
In the night then
Jump, jump for my love
You told me, I'm the only woman for you
Nobody does you like I do
Then make a move before you try and
Go much farther, oh baby
You are the one, you are the one
And heaven waits here at my door
And if you want more
If you want more, more, more then
Jump for my love
Jump in and feel my touch
Jump if you want to taste my kisses
In the night then
Jump, jump for my love
Jump, I know my heart can make you happy
Jump in, you know these arms
Can feel you up
Jump, if you want to taste my kisses
In the night then
Jump, jump for my love
When you are next to me, oh I come alive
Your love burns inside
Feels so right
Come to me if you want me tonight jump
Jump if you want to taste my kisses
In the night then
Jump, jump, jump
Jump, you know my heart can
Make you happy
Jump, you know these arms can feel you up
Jump in, you want to taste my kisses
In the night then
Jump, jump for my love
""","1.0","0.000101","https://p.scdn.co/mp3-preview/d572c4f54c6da296e93eef486b92fff470dd59e3?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Jump (For My Love)"
"5socO1OYhLygHYGf3Urbql","https://api.spotify.com/v1/tracks/5socO1OYhLygHYGf3Urbql","6qMk2ujmpqNdfVBZ1fFNfY","6.0","2.0","['01qbSocTDAe2DmKayS89A5', '1gydLLHpbmraVz1LVZCW83']","0.834","-7.255","0.364","0.349","Energetic Run 160-165 BPM","0.421","51.0","0.0541","81.159","166121.0","0.0389","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""

I don't wanna worry no more

Stop messing with my money now
Like a walk in the park
I got love til it runneth out
Cuz being rich is hip as fuck
I got friends I got fun
Got no worries til it all dry up
And I can make it rain
Wash away the pain
Any doubts I might not be enough
Shit I know what you mean
Everybody want it
Not the cash though its freedom

I don't want to worry no more
I just want to ball like the big league
I just want a nice house on the shore
I just want a big house like Gatsby
So catch me if you can
I'm chasing after my dreams
I want to be the man
I want to be the star on the scene
Cuz I don't want to worry no more
I just want to ball like the big league
I just want a nice house on the shore
I just want a big house like Gatsby
So catch me if you can
I'm chasing after my dreams
I want to be the man
I’m gonna be the star on the scene

Tell you what, I'm chasing something never was
Rich Dad Poor Dad
Ain't got one to pull me up
Feel the panic kicking in
I know I can't stop
Higher I get closer it seems to where I was
Give me some time
Make me happy give me love
If money buy me then I'm never letting up
Forget the fame and the phony canned applause
I'll keep in dreaming keep on rising high above

'Cause I don't want to worry no more
I just want to ball like the big league
I just want a nice house on the shore
I just want a big house like Gatsby
So catch me if you can
I'm chasing after my dreams
I want to be the man
I wanna be the star on the scene

I don't want to worry no more
I just want to ball like the big leagues
I just want a nice house on the shore
I just want a big house like Gatsby
So catch me if you can
I'm chasing after my dreams
I want to be the man
I wanna be the star on the scene
'Cause I don't want to worry no more
I just want to ball like the big league
I just want a nice house on the shore
I just want a big house like Gatsby
So catch me if you can
I'm chasing after my dreams
I want to be the man
I’m gonna to be the star on the scene
""","1.0","7.4e-06","https://p.scdn.co/mp3-preview/64d751b082b2c908fbce0a31c6c708d53215ce76?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Feel The Fire - MEMBA Remix"
