"id","track_id","artist_popularity","genres","name","followers"
"1c22GXH30ijlOfXhfLz9Df","45sGyAtAxD6efaN0bJAFgh","69.0","['latin', 'merengue', 'tropical']","Elvis Crespo","312556.0"
"6mDl7lQiLxT0iQ8LYhAlWy","2KpaPqHeadvO6uoM0e414L","50.0","['brazilian electronica']","Zerb","9014.0"
"6AyvSIi2EyLOaMJCc6J5fZ","6zBXX84px8wiiduSE99yhg","58.0","['adoracao', 'brazilian gospel', 'louvor', 'rock gospel brasileiro', 'world worship']","Leonardo Gonçalves","449233.0"
"1d18M8wVkvWhBCDhosj782","2hmdWr3UjU3aXS4KjhQgex","16.0","[]","Tibor Nemes","2.0"
"0Mg2jLnyWUHWIDj2Xmkh3P","27KbKYGsFSKkDwOwNjvUZO","25.0","[]","Gal Toren","284.0"
"0gMacYqGL47T7Y809WkGVV","1lkwSSpSzDgzMwQYH5DQhQ","3.0","[]","SundaySong","46.0"
"1gR0gsQYfi6joyO1dlp76N","0oBwbnefM7yniHJPjNrIVK","64.0","['alternative dance', 'dance-punk', 'electro house', 'electronic', 'filter house', 'indietronica', 'new rave']","Justice","752882.0"
"1nMwu5ui0X2XYTRKGmCFJz","7E1zd4pKf1VkWrbyO8jzwO","42.0","[]","A-SHO","1172.0"
"2O6rfsAZeMm2x4jxOjrG4V","11jAVzBi6jVe6iLhl0vzLk","35.0","['classical bass']","Matti Salminen","1412.0"
"0DIkDWKcbcnBrLwbqL4jdS","6E8WgATTUEIJBHPAfTtnq4","24.0","[]","Fabrikate","917.0"
"0Gbrwt1vbFedy4poRNoBsj","4jBBYrd68oDG8QCFnO0PCA","0.0","[]","Florian Leroy","2.0"
"7yF6JnFPDzgml2Ytkyl5D7","6qcb2k28Y5lMnfP5khTZgr","52.0","['aussietronica', 'deep house', 'disco house', 'float house', 'house', 'lo-fi house']","Mall Grab","57280.0"
"4cWDj4v7WAydE1CEl45G8w","0apAf4Z92JtMXMeYH3C5Ig","23.0","[]","Pancho Sazo","21.0"
"329e4yvIujISKGKz1BZZbO","6Bc48Fgqgb6j4K6JdkZTNk","90.0","['latin', 'reggaeton', 'trap latino', 'tropical']","Farruko","5219724.0"
"4YuviELTmYBvDR66ThrMy9","2wYr2B2pujq0tRQYZIMoRv","29.0","['afro house', 'kwaito house', 'south african pop']","Da Capo","10224.0"
"5sYNU2X0Fvw3iAqWTqwWjz","5sSNo5SWNWhC4pFsH5ta2C","46.0","['classical piano']","Javier Perianes","1625.0"
"0G7A5LzQAs2egiQl7hO5tV","4WL18zolDiPToRXggigJwg","56.0","['argentine rock', 'rock en espanol', 'rock nacional']","Virus","109981.0"
"003f4bk13c6Q3gAUXv7dGJ","2cwLN0WGZYUvRiSmBJD9rq","68.0","['classical', 'classical performance', 'orchestra']","Wiener Philharmoniker","54455.0"
"6G6Py0ET2H4GQnRqQ6AuQN","3JcnUSK79Sj13vvP6q0puv","16.0","['israeli rock']","Shahar Even Tzur","131.0"
"31HoP2gyIbYEQ011uUuTQL","1dkecHBEZgIJuUn7B3dv86","11.0","[]","Kari Hamnoy","0.0"
"41ESHLayJ5sDKjAOv6cMhe","0tzixmHNQfE6S6SirSToxW","68.0","['grupera', 'latin', 'latin pop', 'ranchera']","Ana Gabriel","1081683.0"
"5VcLs7XsTFlhhaW3I4i4gC","2TzyJEUfWHGRsk3r6Emvbk","41.0","[]","Param Singh","16273.0"
"55fhWPvDiMpLnE4ZzNXZyW","0IYbYGGVKQGlcaIu9Bs1Iz","75.0","['dance pop', 'pop', 'post-teen pop']","Noah Cyrus","378815.0"
"6P6fVBXZjnqdgq2z2b8WlO","31wdi9lHh22ggUvQzTIsxj","61.0","['brazilian electronica', 'complextro', 'edm', 'electro house']","FTampa","181200.0"
"6uZ5IDLoo9qEQLW7aY7zdM","2VxItoS2Zw3hytTbVkle85","21.0","[]","Mikael Samuelson","590.0"
"7rNbdH4pgrnwguvzxhA2Ek","0JtZBMHwQH0KKmzGJRH2jV","59.0","['cumbia', 'ecuadorian pop', 'latin', 'latin pop', 'tropical', 'vallenato']","Jorge Celedón","627154.0"
"4tK1TZjoCeKTUr5flyNcxN","4lQm3oH3tgHBtXNKlZbWMK","27.0","['classical era', 'galante era']","Carl Friedrich Abel","1180.0"
"1DcaKBFFoVa4dU95oR5l9L","4a2qoYY6xINDXtUOBFbJ6d","46.0","['classical clarinet']","David Shifrin","721.0"
"17SbhL3sy2cOMZ4sMvVFlI","7tGs3qEdxRPpu6EXahlICf","36.0","['hawaiian', 'slack-key guitar']","Daniel Ho","553.0"
"1Ma3pJzPIrAyYPNRkp3SUF","3s3ASxlj1eb23RquaJ5mP3","54.0","['deep house', 'float house', 'lo-fi house']","Ross from Friends","51075.0"
"0RtUBiNhBsOTwY3GQWFAVT","2TzyJEUfWHGRsk3r6Emvbk","41.0","[]","Pratik Studio","12.0"
"0nZEjK9e9gIrtx76GtA138","2O8KLCim97ms9i2H5awRCf","7.0","['indian edm']","WEMIX","49.0"
"0r8toju2ecKaVtItkzAnNi","2avr7FGeF1nE5dCPuZNxxd","68.0","['grupera', 'latin', 'latin alternative', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'pop', 'rock en espanol']","Aleks Syntek","557697.0"
"4Q9z4se5pHimOE8PUijvkE","1DxNyUOrMpJbIrdKP9gr0w","38.0","[]","Sloan Evans","685.0"
"0bk1zGf1qLB7YC2NXPByE3","2k6RWRsm2yYD8lOJjer5qa","45.0","[]","Sofia Hervier","177.0"
"1KBoKfkaxjSKZsmD9XCg3B","6zyRNdOZbIX9U2LszJf8mq","26.0","['american choir']","Choir of Trinity Wall Street","241.0"
"2DlGxzQSjYe5N6G9nkYghR","4d2hD63oUGU3s7L66JD0BE","78.0","['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']","Jennifer Lopez","6115823.0"
"6DtcjD25RaePDZCruOTzjU","0rUF7ZKv2g8EV8zMJu34U3","36.0","[]","Monchi","53.0"
"1QeC5GwDENQv78O3PCLeZB","0WRPRVhGwoFdsz0eZY3Vwg","39.0","['american romanticism', 'post-romantic era']","Amy Beach","1341.0"
"5bf6yYgHODBW5EreBZshpX","6ndmKwWqMozN2tcZqzCX4K","65.0","[]","Styles Of Beyond","24128.0"
"2PxsMrjxQdySklBP1NkO5g","1nqMB2u775WI5P77OSdFMS","10.0","['american modern classical', 'contemporary classical']","David Diamond","319.0"
"01ts5a7R3WkeE2oKIouXEK","0j1lzFyh427bXhDHLeth6q","32.0","['banjo', 'bluegrass', 'progressive bluegrass']","Alison Brown","2175.0"
"36KsCCwgI0Dep97yVJWmkK","4hi9OTFKomNUlAIhp1fmap","60.0","['colombian pop', 'cumbia', 'gypsy jazz', 'latin alternative', 'latin rock']","Monsieur Periné","259649.0"
"6gs1jGCeEkGBEKprl5w2ix","0EqXzcF8vUzJ5VauTQS02X","33.0","['musica infantil']","Turma da Mônica","3482.0"
"67muZL7DIwZwLnH9BFfI5Z","0gmNaFkp954Aor9MyDikBp","40.0","['baile pop', 'brazilian indie']","Lucas Santtana","16662.0"
"371jpyGdoChzUASOIG2ECV","2lyEpuvVOnNGzV5c89Vnpf","53.0","['contemporary country', 'country pop']","Ashley McBryde","24519.0"
"2R21vXR83lH98kGeO99Y66","3f5lA8nnc4YYF1qf78WpHw","94.0","['reggaeton flow', 'trap latino']","Anuel Aa","5103877.0"
"3309mlT9ZO0tZKgSnQFICB","2ayLc8INRxZYW7NHQgz8mz","29.0","[]","Herb Ohta Sr - Ohta-San","4.0"
"24xmEoZir6fOrshgPLirzS","2INsiycUgobLSy4ksO4MzK","29.0","[]","Connie Lush","221.0"
"1O5IeYqvtwnWzlNq3Ux3jd","2MOsa4NltIx6KhJPaDhWAl","48.0","['uk contemporary r&b']","Aeris Roves","5009.0"
"1FcB6xMihhP9Hb6AdGVbWe","4d1CoRChi1Hi2795N5JB3G","54.0","['dub', 'reggae', 'rock steady', 'roots reggae', 'ska', 'ska revival']","Desmond Dekker","59209.0"
"3gBKY0y3dFFVRqicLnVZYz","6950QVo1P8TFWi9Idrmjio","60.0","['desi', 'desi hip hop', 'filmi', 'indian pop', 'modern bollywood', 'sufi']","Alka Yagnik","100859.0"
"0kPxHt8yRxIlDOdkofstQV","5kkgZnhAHZVgRXUykt6uUG","30.0","['classical cello']","Johannes Moser","2011.0"
"0WnqhdeUWBRldiZFW83Ahj","2ESWovaZgVi3BMloGgukKw","32.0","['swedish jazz']","Amanda Ginsburg","1777.0"
"0aUQnP4HhUQXcurZl9GJIA","7mAmuoXcbyjXz4rTHEOCiG","43.0","['deep indian pop', 'desi hip hop', 'filmi']","Vijay Yesudas","40591.0"
"4thdsnYghHc8bTB3GQ6zru","4JyFiQVnElqoQzLX8oxQqB","27.0","['nueva trova chilena']","Tita Parra","223.0"
"4yUqy7ZriHOrcenY7R63et","1LIPyl9jbqlf7vBfTOFeoB","56.0","[]","unheard","92.0"
"5Eg5ZoZgXAa1Eit48sxoKQ","3ObQ1tmqMbTNr1v8Xvse9X","55.0","['mexican indie']","Marco Mares","29404.0"
"6djlD6AoFBy5yy8Uy5khb4","1JhrXrAxzuO3PD3ng8sIYW","14.0","[]","Ella Lahtinen","35.0"
"2Jb9jVnCpWkXtoGznFJ6bF","0TYtHWzASro5sMrV1UvpUC","68.0","['argentine hip hop', 'trap argentino']","Ecko","425262.0"
"37f9cjf8Ic4t7vYNRYAzI7","2P2WxNOdEjjJ98dIeajyqu","45.0","['big beat', 'breakbeat', 'electronic']","Apollo 440","49829.0"
"0mTfntDCCWRozUnyxpGf6E","4WimB4Ei0LU3MotHhL3kBL","45.0","['conscious hip hop', 'hardcore hip hop']","Saigon","27601.0"
"1eRytzF3cWcJTALJTxYiJz","27KbKYGsFSKkDwOwNjvUZO","25.0","['israeli rock']","Leyli","2035.0"
"60df5JBRRPcnSpsIMxxwQm","4Y4Gd3ty8uut6Qw43c7yJc","71.0","['christmas', 'classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']","Otis Redding","1260671.0"
"4nCHAigyrMO8fJrYoNjxS1","2KpaPqHeadvO6uoM0e414L","38.0","[]","Julia Gomes","20099.0"
"5IvnOqDrQ2i8SLNKwt0BSC","3blwHHNHUTXzNUKU1JcpOh","5.0","[]","Immo Schroder","1.0"
"1UKYHr4TXjVaLFkQ0Y0Frq","6CALjZERXwgXjafqohsPcD","30.0","['orchestra']","RTÉ National Symphony Orchestra","528.0"
"4EPJlUEBy49EX1wuFOvtjK","4M8x1TR36VMQMFMbGCdoyA","70.0","['pop house']","Becky Hill","50315.0"
"2aRd7rRSUjtZ6WPG5GsBO6","6JD0STkv07ETxjjIwoelB4","49.0","[]","Go Freek","3016.0"
"6yq3SPI7s3Z1VPqmO12Z98","5JMZi5Ng7JZ2Q9InPxxcf2","23.0","[]","Jader Durán","18.0"
"5fMUXHkw8R8eOP2RNVYEZX","5N4erncE7kuUccm7zEmwzk","88.0","['bmore', 'edm', 'moombahton', 'ninja', 'pop']","Diplo","1831431.0"
"7aFxKbiPGJHNrcrGuKW5X9","2hSXc3wkOrLMsytnljr2WB","26.0","[]","Tilman","475.0"
"60jACvCiMkGWezYS8VZXQ4","2l67EqgeXjPU3D4VcQaxVo","33.0","['danish indie pop']","August Rosenbaum","1589.0"
"3OcvS8PzSGYMBvLdzY6g3e","4SbE4uWiMlhJRyqoOwm0QV","71.0","['colombian pop', 'latin', 'latin pop', 'vallenato']","Silvestre Dangond","1310334.0"
"5vGR79cM4EqZxXgvcExy7f","6yV0Vy0tLOsjtqHEzKPGcA","23.0","['chiptune', 'scorecore']","Super Power Club","2433.0"
"70AkqfU43ou9hFxJZTDt7A","1QQjQ1V1ic4EQjVlXRTmTV","60.0","['dark trap', 'emo rap', 'underground hip hop']","Wicca Phase Springs Eternal","43707.0"
"1d1NDoe9gPwsS6mIvK81IZ","3blwHHNHUTXzNUKU1JcpOh","17.0","[]","Matthias Vieweg","7.0"
"6wMpZHelvl4XLKXzQRiZQ7","2ayLc8INRxZYW7NHQgz8mz","29.0","[]","'Ale'a","5.0"
"7nthWt9cK9kpuHkFlISVT6","2ayLc8INRxZYW7NHQgz8mz","32.0","[]","Acoustic Soul","791.0"
"6FAJux6HaZV9vzlE2DT7ph","0TgWRdgtXfYuwDgBToFZIN","30.0","['classical performance', 'historical keyboard']","Miklós Spányi","2450.0"
"3aKUd8SMyRiANRKmY4oD1O","37yZvEATR73DnSgTS7vjtQ","21.0","[]","OH91","179.0"
"6vjYF7rDvsWBtHnPgBmJvs","6P8CsMuJCaqrlr4FDqELUQ","38.0","['channel islands indie']","Robyn Sherwell","9513.0"
"450o9jw6AtiQlQkHCdH6Ru","5aWVNrjqFHCATLIhS2na3t","56.0","['funk', 'jazz funk', 'p funk', 'psychedelic rock', 'soul']","Funkadelic","290756.0"
"4vOfKh5wz7lTcdqB3EwsC5","24CXAonSV8CbK9y3aylvlO","55.0","['cantautor', 'nueva cancion', 'trova']","Pablo Milanés","209671.0"
"1HBjj22wzbscIZ9sEb5dyf","4M8x1TR36VMQMFMbGCdoyA","83.0","['dance pop', 'edm', 'pop', 'tropical house']","Jonas Blue","1726953.0"
"3iOvXCl6edW5Um0fXEBRXy","33B2QbtAj8mbDpwvGTOnBt","72.0","['downtempo', 'dream pop', 'indietronica', 'pop']","The xx","3071785.0"
"68tIJ2KGC2bUs1cmIhJ9mW","0dHIxTtiYQHBQwIr4DJccJ","52.0","['dutch pop', 'dutch rock']","Alain Clark","35796.0"
"2v1lHgfpG4joXW7kDdDI78","1aeyFudndZLmxID41HP8mW","53.0","['classical performance', 'orchestral performance']","Michael Tilson Thomas","4844.0"
"6acbdy69rtlv8m9EW31MYl","39cdE2dPLmMeHl8wkmMyEA","48.0","['afrobeats', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']","Phyno","22838.0"
"2vGaSKEDFsVPBgcnGxqlBN","6n7rJUcwmQDestMYXoSoZF","56.0","['indie poptimism']","Alex Newell","16627.0"
"1fhvwCr1HKEZgZYOrfsHyk","3oWSPtnU0n6j1Kffr9oXDX","51.0","['deep swedish hip hop', 'swedish eurodance', 'swedish hip hop', 'swedish pop']","Ison & Fille","53008.0"
"19CMctG8DNWO0rHPE98ujj","76uPQxLAUJF6mLl47loUnk","51.0","[]","Francesco Tristano","11019.0"
"7G5Z4L6m1LGBJ42aMS0zUL","0WRPRVhGwoFdsz0eZY3Vwg","32.0","[]","Kenneth Schermerhorn","24.0"
"7w5qgBWvF4388AE0oFo2ks","5St9TDPlfZ8WealT5TCl6s","23.0","['german renaissance', 'renaissance']","Johann Walter","58.0"
"3Isy6kedDrgPYoTS1dazA9","1OHOPHkPQ6yoA52rvtJHT9","83.0","['dance pop', 'dancehall', 'pop', 'pop rap']","Sean Paul","2330433.0"
"7knmbOGe07k85GmK50vACB","2QSAj76Ba6aMFX9RlXdUdO","61.0","['chanson', 'french pop', 'french rock']","Indochine","287083.0"
"6J7biCazzYhU3gM9j1wfid","2bwxqGKS5GPXfNanAIRe2p","69.0","['acid jazz', 'dance pop', 'electronic']","Jamiroquai","1224289.0"
"4WN5naL3ofxrVBgFpguzKo","4WWa4Po5YCEN23DbFzML6M","78.0","['dance pop', 'edm', 'liquid funk', 'pop', 'tropical house', 'uk funky', 'uk pop']","Rudimental","967307.0"
"3SwLwY4GPF2tSW1OKB07dh","11jAVzBi6jVe6iLhl0vzLk","15.0","[]","Paula Etelavuori","1.0"
"5vSQUyT33qxr1xAX2Tkf3A","2PlrYKsGndAMJ0qqVVPCoV","65.0","['experimental hip hop', 'underground hip hop', 'witch house']","Clams Casino","112273.0"
"3mbX6eftyC0S5l17m31ZSW","2GBw8sIWV5cizto2CfsByf","53.0","['adoracao', 'brazilian gospel']","Eyshila","537334.0"
"4PFgfReja3r59JaekHpeuf","4zRV4OtljqCx2nFtx1Mk7h","50.0","['cubaton']","El Taiger","28779.0"
"3yDIp0kaq9EFKe07X1X2rz","2Foc5Q5nqNiosCNqttzHof","68.0","['disco']","Nile Rodgers","47792.0"
"5ZvFgRwyPK2Qf4TmSLTtfM","5DILEbcC5yhAynnuSXM0oG","37.0","['orchestra']","New Zealand Symphony Orchestra","3826.0"
"7afffqSIWfxozaDGWAqSjh","0W9IC5YE0noKKGKJKdaEp6","36.0","['canadian contemporary country', 'canadian country', 'country pop', 'manitoba country']","Petric","3859.0"
"28uJnu5EsrGml2tBd7y8ts","5kfsr6cUsIF7HuVSlHvxjk","72.0","['brazilian electronica']","Vintage Culture","937220.0"
"6rLUj0kWUXAEbz26rtS9wO","1QFFuQ5RVFZM1IdHWuhKlU","33.0","[]","Hungarian State Opera Orchestra","764.0"
"09ubgSbt4gC7ZVF6xRRFb7","70UuzwCmtUvyhYyfxROU7B","6.0","[]","Marie-Clo","155.0"
"4IAWVxo2fpTBPn6k7GZ3eY","2MzkcbTdSwMeqgD2HEAlN2","46.0","['classical']","Francis Poulenc","16160.0"
"4FCzCS0KEgb0rgySWINItO","3ajiUFrVUHsmU5F2pv3kzd","66.0","['big room', 'dance pop', 'deep big room', 'deep groove house', 'edm', 'electro house', 'house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']","CID","50550.0"
"4kSnzCb74efOKS6zSReltF","2VxItoS2Zw3hytTbVkle85","17.0","[]","Bjorn Haugan","4.0"
"2xLnJZODyKLRuxUrv63Qez","6DcRl6YsTIykPkI2TjlqE8","12.0","['australian hip hop']","Brandon Stone","113.0"
"4mHngi71hWNKTRuyl3W9FY","3q1iUlM9Vogao02wK6XKRb","42.0","['afro house', 'chicago house', 'deep house']","Osunlade","20002.0"
"1lc8mnyGrCLtPhCoWjRxjM","744oWcHqeWsMPqmw0Kk3nT","63.0","['alternative dance', 'aussietronica', 'australian dance', 'australian indie', 'indietronica', 'nu disco']","Flight Facilities","299693.0"
"760ODAtCOMnmIifC3w1s5M","2hmdWr3UjU3aXS4KjhQgex","16.0","[]","Aurél Holló","19.0"
"5jw2RxidCB6M69A97e662d","5GqEsN6jEVFh7BSM8hEHgV","30.0","[]","Maccho","340.0"
"7qjJw7ZM2ekDSahLXPjIlN","6RXJKdpBp6AVL6H6sHyNp0","58.0","['desi hip hop', 'filmi', 'indie pop rap']","Sid Sriram","87971.0"
"72VywtXEoONiBLNu3ibGI7","67fUnCQc6m44QT3KnWzHZS","54.0","['jazz mexicano', 'mexican indie']","Silvana Estrada","33993.0"
"6Ip8FS7vWT1uKkJSweANQK","0G1GIn5gGoe5iLHvVC5FM0","78.0","['indie r&b', 'uk hip hop']","Dave","295713.0"
"32QDmoWpUOMYu0ev5aWFVV","11jAVzBi6jVe6iLhl0vzLk","15.0","[]","Jorma Silvasti","5.0"
"7dWYWUbO68rXJOcyA7SpJk","6ndmKwWqMozN2tcZqzCX4K","66.0","['nu metal', 'pop rap', 'rap rock']","Fort Minor","333467.0"
"5lk8NSUP4bKa9XxQXz5BSE","3l35zUobpXLjmlrfJyqzHJ","35.0","[]","Johnny Beethoven","79.0"
"5NDMothbpdpq2xHqSjrrWn","7MQywXGHEev7JmwwIzMcao","67.0","['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']","Faith Evans","580074.0"
"1qpR5mURxk3d8f6mww6uKT","5SQy4wrGwaSDduKzpSK85z","51.0","['electropop', 'indie poptimism', 'indietronica', 'tropical house', 'vapor soul']","Shura","107222.0"
"3HiyJDn6jCnBt8ijYOxIPq","4s2F1KobBCl9Rs1TEhyxHT","19.0","['musica de pernambuco']","Bloco da Saudade","169.0"
"7HSpdA66WWQUOz9ERNCvL1","5DILEbcC5yhAynnuSXM0oG","23.0","[]","Pietari Inkinen","306.0"
"3ZxZ03fj3tXBZHZWzvaLSM","7t5i09WhTkb6UbcWVZLouP","51.0","['filmi', 'modern bollywood']","Neeti Mohan","28516.0"
"7gqsi6aBSkRMJoL9psKqMr","3tH2AWcU1XTpV4BwirC819","51.0","['anti-folk', 'art pop', 'chamber pop', 'folk-pop', 'freak folk', 'indie folk', 'indie rock', 'lo-fi', 'slow core', 'stomp and holler']","Bill Callahan","52146.0"
"51qUDJb5AtQX6jIL4VJx6M","27N8TFqYeZhdrgFITRJncP","48.0","['afropop', 'mande pop', 'world']","Angelique Kidjo","41399.0"
"58UPSgCUefEHXrtQkPd64B","14ZUqcRxnZMUwSHTNkRvnm","28.0","['arabic hip hop', 'syrian pop']","Bu Kolthoum","3229.0"
"1yuMBWmEv4pP8Tu92kHSTu","6Cs9MKFD5kjY0VOG78jv4A","14.0","[]","Margarette Ashton","16.0"
"1ld2SwZbg3LL8AtlrSfsNW","3BhjbaGeI7E0CiIjctfdD3","0.0","[]","Fawad Khan","19.0"
"6tK77FerjTNLS5EEhI0zGM","5narWdetexXv1ucBDuZJfO","41.0","['indiecoustica']","The Brevet","8338.0"
"1e3bGjOHoWGGxmfPKTmVuL","1ZvkUF4hXL1gVv4wVTDWCl","28.0","['samba-enredo']","Mocidade Alegre","300.0"
"11wqbbMVEK4dBZbagPMcXl","0jijdH6VkzcIgSSyNNjHZd","30.0","['malaysian mandopop', 'mandopop']","A Niu","839.0"
"1Pu2OFhNGOTakxDgxoIXiv","54f7LzaZQRoOaXDQvDmFQP","56.0","['latin arena pop', 'latin pop']","Diego Boneta","50648.0"
"2ONoOunWxnWn1DikA6rjBM","4mrwnWBYoksj2BO4jthsb4","48.0","['big room', 'deep big room', 'pop edm', 'progressive electro house', 'sky room']","Cuebrick","7482.0"
"55MjPTH13fQhPPIuOeSLFv","3i2BVheWF3DueqfFKPuhOW","42.0","[]","Paola Folli","209.0"
"6c3XdLzp5XDjz3FVn4c3dZ","3RfHj7OFWyzyW3Yg1qMBex","31.0","[]","Popeye Caution","178.0"
"5RdqZVi36tpDPYNPw8jJbO","4IGXfhZYM3gFQVcNtWQ9pB","62.0","['adult standards', 'broadway', 'hollywood', 'movie tunes', 'show tunes']","Julie Andrews","61359.0"
"790FomKkXshlbRYZFtlgla","6kOHug1s9Nd5gsHrX8irs2","86.0","['reggaeton']","Karol G","4359310.0"
"4hMN5ngfbaBMIff91C5g1s","1dkecHBEZgIJuUn7B3dv86","11.0","[]","Djina Mai-Mai","1.0"
"35GL8Cu2GKTcHzKGi75xl5","2gjVAoahTI3FH9IhCsOZ5p","63.0","['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']","Jennifer Hudson","830857.0"
"4S9LNSZusH3XflT3g32bqB","1WN6GZUwTFEQyzikLbnNkS","55.0","[]","Carla Monroe","147.0"
"55kkrbuMkdzPGD7YGA6xrJ","6FdabJ3GIPvyR7vmeEH2Wo","44.0","[]","Gurlez Akhtar","257.0"
"68ePdYvtRgq9CiPzv6fapI","46Qm7yoi8sGdlK9hbXbgVP","31.0","['modern bollywood']","Salman Khan","7563.0"
"20akdH59tDNGjWkcYdVGxS","7fcEDkjCsB6ek5bgZEfqFX","33.0","[]","Max Brigante","1121.0"
"7K9cfCRuleWnt1AmUxsCf9","0xT4knFEialXamJIax97Yx","33.0","[]","Sun BLVD","54.0"
"0vkKvzSb0uPJTFH7HUcEsV","7BLiF8AKmhnfQogjsoWhPV","38.0","[]","Hier","81.0"
"4yanWaefFUJnIUV0aITdvV","37VCPePaHSM2GxHWEt6ffp","48.0","[]","Florian Christl","2791.0"
"0RBuJpjFEGVDZ7CWq3UcdQ","3AQdO8JKcwHeIXVdkiy4DK","35.0","['dutch indie', 'dutch pop', 'dutch rock']","JOHAN","3589.0"
"5uM0Xhxwo3D632eVABcctF","2Iz3hx26nSpPoAbZwZ1ATF","34.0","['comedienne', 'comedy', 'deep comedy']","Anjelah Johnson","11662.0"
"0O9KdGMy2OLDAYvXwRQHH8","1dkecHBEZgIJuUn7B3dv86","23.0","[]","Anne Margrethe Dahl","18.0"
"61rgv0cssjbKKpkESSnup3","6DF9qquWlMN2bJGeXYOBDc","8.0","['argentine jazz']","Alfredo Remus","52.0"
"7MJ1pB5d6Vjmzep2zQlorn","6gw7xX4IdxqYPt0mXMhhCp","51.0","['british modern classical', 'classical']","Benjamin Britten","23218.0"
"7JD72qpbmGSp9M0uCLOa3D","6x1x4uw7AfDcIJSpeisysc","48.0","['lo-fi beats']","Lunchmoney","553.0"
"3FX25sj0KYV6VNFlMDRZxo","2fh36qHKcxht605eTmp4kN","38.0","['french hip hop']","Loveni","1197.0"
"3RBOewcm7cYn3IhFBxkQ2J","1Ysuvc96XOjKFzGjlbA03d","21.0","[]","Quinn Sullivan","5416.0"
"72qVrKXRp9GeFQOesj0Pmv","0NdeYpnRgbzT30Inci6LZL","60.0","['dutch pop', 'dutch rock']","Guus Meeuwis","178015.0"
"1IxZyCzEKTCm8z7gSgyfTU","1QQjQ1V1ic4EQjVlXRTmTV","50.0","['dark trap', 'emo rap', 'underground hip hop']","Fish Narc","3353.0"
"1WToiIzziFv5XrXazf6ieb","5VFaFoflBsCUtXh4OxBr5P","16.0","[]","Marc Grauwels","151.0"
"4U7lXyKdSf1JbM1aXvsodC","4waqcUQWdj0yH26STWl2Rq","72.0","['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'spanish pop', 'spanish pop rock']","La Oreja de Van Gogh","1396225.0"
"1tYBqhEfe9DjEYGDBdGWQc","0aI4SOX8BknvAfOs607FlV","5.0","[]","Kajal Aggarwal","120.0"
"2TX732AVuRfaTplwpEJ4ol","2KpaPqHeadvO6uoM0e414L","37.0","[]","Düncan","178.0"
"5SyC88smBCwXHqsvYpWglQ","5hDU03yD35Za2u3ZPJvj6G","7.0","['brazilian composition', 'latin classical']","Osvaldo Lacerda","124.0"
"4x2fCu6MNErew0pb64yOBO","0DxTEuqiERU7W4Cfy6IeLa","53.0","['classical performance']","Philippe Entremont","1253.0"
"7gfkYbxpguEc9bm6m8TpAr","1fOQI8hW1ffjmytVRv8K0D","65.0","['pagode', 'sertanejo', 'sertanejo universitario']","Chitãozinho & Xororó","572240.0"
"5HNWBc46bpwk0Aa5klthkQ","2IAZza3wdiTYT8QtO0hbLv","55.0","['focus']","Bon Vie","1359.0"
"5wUO3A6DT4tO5UDz21kE2Y","3ex5gNv28R01df9ykIXzcp","56.0","['pop reggaeton', 'venezuelan hip hop']","Neutro Shorty","94313.0"
"1LavcNBtg6Lwe3lH8RKWPI","3fRwvuSDWv8BVgUJMd6ZVR","28.0","['contemporary classical', 'finnish classical']","Aulis Sallinen","587.0"
"1ooAqaFu4Ac3BO2HpL4V2R","6AFisQzZCIkBYv6JcE6exg","51.0","['microhouse', 'minimal tech house']","Henrik Schwarz","30472.0"
"5jamQayQPp3Res7HrO8tW1","6eByS08jWlUzadg4Ljs0sz","18.0","[]","Black Leather Jacket","166.0"
"7hwWjHjLHvhSDngoe2Pkbe","5aWVNrjqFHCATLIhS2na3t","35.0","['electro jazz']","Scott Grooves","1674.0"
"4XcAPToL7eMrGc6d3m0lCc","2Ej3DSKkh0OVly5eaS8MMZ","15.0","['viola']","Lars Anders Tomter","113.0"
"6zTeRHgI454dcLcnpS4xBQ","1pHYKN3CblB2INc0JM9mal","8.0","['21st century classical', 'american 21st century classical']","Sean Hickey","73.0"
"2ewuETZ6BXp6I8WFUtxtWW","3g8YGS38REdEPlWhVIlSLi","19.0","[]","Halyn","5.0"
"44Z5ZP2F1omniNpGEdNDdt","0mcgXc8P5GyGtP9aY7zir6","44.0","['classical performance', 'classical trumpet']","Alison Balsom","13875.0"
"6xOZKOMHbvNCwflRqqUa5D","3g7Q4hjsL7YPvUReSox6Ni","25.0","[]","Will Grands","359.0"
"1tcgfoMTT1szjUeaikxRjA","3lam56BGPAHGpzKeOZwBW1","59.0","['anime score', 'compositional ambient', 'fourth world', 'japanese classical', 'japanese soundtrack']","Ryuichi Sakamoto","305639.0"
