"id","track_id","total_tracks","external_urls","album_type","available_markets","artist_id","images","release_date","name","release_date_precision"
"0QM5DL8C9uOYI2hGKbLUq8","06p2Ij0lXD45LODQDCov0u","12.0","{'spotify': 'https://open.spotify.com/album/0QM5DL8C9uOYI2hGKbLUq8'}","album","['AD', 'AE', 'AR', 'AT', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HN', 'HU', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'NI', 'NL', 'NO', 'OM', 'PA', 'PE', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SK', 'SV', 'TN', 'TR', 'US', 'UY', 'ZA']","4U7lXyKdSf1JbM1aXvsodC","[{'height': 640, 'url': 'https://i.scdn.co/image/806e7d18c865cf44dd0272172ae7e2c24fcf8bd8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/589baba06f30992eba9995ad0cc7ca78560293fa', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ebd832774d635e35db10099ef7b828ac5120c982', 'width': 64}]","2004-05-10","París","day"
"3b3oqe65Qm6tZoBn8J3TnH","3OZeNQnM7WOgsKv7F8gU1q","11.0","{'spotify': 'https://open.spotify.com/album/3b3oqe65Qm6tZoBn8J3TnH'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","6mXY0gIz0rmhrLR61R5clf","[{'height': 640, 'url': 'https://i.scdn.co/image/b0ba62f45f183d437ad5a53cba682f408e3fb387', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/49b2c06de7fe032829f2da51d8af87be67546f7d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/c41e28d0d42cb41b6b9642b085553cfcf356d05a', 'width': 64}]","2000-01-01","Joakim Hillson","day"
"5OBXLZtNIh2aXXZnCH4JzM","23NjzA3JW8mAq8DGI2gLrZ","16.0","{'spotify': 'https://open.spotify.com/album/5OBXLZtNIh2aXXZnCH4JzM'}","album","['DK', 'FI', 'IS', 'NO', 'SE']","3ktAhWMnoYiz6UpBEKfv5i","[{'height': 640, 'url': 'https://i.scdn.co/image/fd40d5d650ad3cd1a209694c2bc401c2a9ca5eeb', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/d80867b7c14b202cffbe7fb8c6a70b5d7ff69c24', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/aca90f820de680c4e6c3ccf0508bbd43a0a88529', 'width': 64}]","2014-02-05","Midnight Sunshine - Again","day"
"5Z1JhAJjVh8lqir2G9Wjzh","4ZUzKmFRxPP36frgtG0hxO","1.0","{'spotify': 'https://open.spotify.com/album/5Z1JhAJjVh8lqir2G9Wjzh'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","5Zkp6UaHTafGRXROGj6W0S","[{'height': 640, 'url': 'https://i.scdn.co/image/ec3344180d8aad2fb93829901837b7cff8e4d251', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/1bf66170dd810d4ef1ce35c1fc40e54082fc475d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/2510fe658e822f99b10a9f83b932b6ff88ae1a41', 'width': 64}]","2019-03-08","Ghazala","day"
"7tKTqOrfCiLMXYnvSBtdev","5JeB0aWdpAZr5fR2cgHc5w","14.0","{'spotify': 'https://open.spotify.com/album/7tKTqOrfCiLMXYnvSBtdev'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","1hwcT3vT42GFsikYfVnMIG","[{'height': 640, 'url': 'https://i.scdn.co/image/f685e946b0e63d1298b7d6174095b6737b3dddc3', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/54b1a06a823539eef5f6c65ed0119148b5fd683b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/4910cc70f65e7bc8fafcd4ff6c547d40b32e3437', 'width': 64}]","2014-10-01","More Beatles","day"
"5M6LuFCSGF4mE9OrHmog7m","1FpYYmYX0VbzFwrYgUOKBE","1.0","{'spotify': 'https://open.spotify.com/album/5M6LuFCSGF4mE9OrHmog7m'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","7hs0Uy7hjjMIb4JwmTdisX","[{'height': 640, 'url': 'https://i.scdn.co/image/51bcb2cbad9dbc9fd65c886d3ea3da4f0e4dbd8b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/0c1d7fe5633fd817e7ee28bde118d0a9449a4427', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/7cb27a5eba2f3e886d2d07b4890045e18f98bf95', 'width': 64}]","2019-03-02","2 Peg","day"
"1qKSUzR8cM2upUMAMAhPpI","4qYYZHqXQ8zk9YMVDjoU7A","1.0","{'spotify': 'https://open.spotify.com/album/1qKSUzR8cM2upUMAMAhPpI'}","single","['GB', 'IE', 'NL', 'US']","5YFS41yoX0YuFY39fq21oN","[{'height': 640, 'url': 'https://i.scdn.co/image/c1a88422c5ab9fd30bf79b7bfc9642e69a777e98', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/0aa5a2a912cf973744ebc695f7b83a168b15c992', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/f0107eea1693246603a6b6f4d832534ebbf321d6', 'width': 64}]","2019-01-18","Electrico Romantico (feat. Robbie Williams)","day"
"60OTs5xqzUf3NlSuxgL8PW","3UmFaD5v25oIXgWTOjClNJ","1.0","{'spotify': 'https://open.spotify.com/album/60OTs5xqzUf3NlSuxgL8PW'}","single","['IT']","1bZDq4po4dMIpN74Zendm0","[{'height': 640, 'url': 'https://i.scdn.co/image/cb88412c18c2e45f5b49f2af3e9b6522a4e61b6e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/28bc6046dc0dc5bbf5339aea06b47f44ba4bdf04', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/14419e8693126d93ac36cc2035a061cde556abd5', 'width': 64}]","2017-12-08","Does It Matter","day"
"51Gc7ZVeIa45gHfXjezlOd","7i9Fy4dymuD9SyxmgGVaCj","6.0","{'spotify': 'https://open.spotify.com/album/51Gc7ZVeIa45gHfXjezlOd'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","09LcKSgnfH7ChXfASSuWUC","[{'height': 640, 'url': 'https://i.scdn.co/image/107b339ac266bfd182bb1be7afd6523687f39ea5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/14723212bc7077e316ab1b1bbbda917c84ffcb4b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/39bbdd4bfaf61207816c82cd17fa5b4eb6fb79a0', 'width': 64}]","2019-02-18","DDS02","day"
"6OJwRlSFCcsyTRwcV1ewEC","73qvKxjIenqo9i0Z52I7Jc","1.0","{'spotify': 'https://open.spotify.com/album/6OJwRlSFCcsyTRwcV1ewEC'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","1gPhS1zisyXr5dHTYZyiMe","[{'height': 640, 'url': 'https://i.scdn.co/image/631af0b4026b041b27a241fefb933d4877643fdc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/6f7420ab238c8690503911cbced1a4c7101066c9', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/bab9e73ab8282d92a03cdb726d56577618e98eed', 'width': 64}]","2018-12-19","Federal Pressure (feat. Moneybagg Yo)","day"
"1KceLB07MqcIjyQAJzNRMn","5hDU03yD35Za2u3ZPJvj6G","11.0","{'spotify': 'https://open.spotify.com/album/1KceLB07MqcIjyQAJzNRMn'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","3I2bJOdJGnySdCT2H9GpeD","[{'height': 640, 'url': 'https://i.scdn.co/image/ba607a494fc43bd4fdecb518eb1416a8002801e0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/d1fc896213a8cd18eb1534b13460291d6f27b4b4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/1bb165372242537e42de770b66f9f9c4977901c3', 'width': 64}]","2005","Paulicéia - Obras para trompete solo","year"
"7hynPIBILl91KNtzC0dbE9","5Oi8XtvciTQo6vmffKI31Z","1.0","{'spotify': 'https://open.spotify.com/album/7hynPIBILl91KNtzC0dbE9'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","7I045Ct8xfI1QlSYq4XuBh","[{'height': 640, 'url': 'https://i.scdn.co/image/219c56071707d1d94badff7aa79d130603b7264c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/c9e391176e4627dc3657019ab48dc0d754fad864', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/e2b23b8221809a889e9d9a678487af048c1a197a', 'width': 64}]","2019","タイミング~Timing~ フレンズcover ver.","year"
"2CJcSLI7JI9yGIl2nrMoe0","2Ej3DSKkh0OVly5eaS8MMZ","7.0","{'spotify': 'https://open.spotify.com/album/2CJcSLI7JI9yGIl2nrMoe0'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","4NJhFmfw43RLBLjQvxDuRS","[{'height': 636, 'url': 'https://i.scdn.co/image/97c8e325049bc44848f315a71f72291f9c4686c0', 'width': 640}, {'height': 298, 'url': 'https://i.scdn.co/image/086b33ca0fdfb03fcd5b17aa7bed72148c33727c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/a79c47e2809f571ce79cbc2782ca0720e25d26d8', 'width': 64}]","2011-06-07","Mozart: Divertimento in E-Flat Major","day"
"6LfjFIZiZsxTDzMhwOpaKk","2BwVQIHkR3wbQvzDUud8sy","16.0","{'spotify': 'https://open.spotify.com/album/6LfjFIZiZsxTDzMhwOpaKk'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","3If1CcrLGqjVA4szNh1q6G","[{'height': 640, 'url': 'https://i.scdn.co/image/6e9bfeabe8049c96d1bf93ab3ae24a67dff37b0e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/40c43e740eefcce1d3bf1a3df39403f70be603f6', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/b2eef56685a8b4f5e309690781e31d5f9ecc09f6', 'width': 64}]","2019-03-08","No Crush","day"
"3vFXdadTR3C1r8hhxjv9d7","2J5jDG5nZZTM6mU1RmIKJC","3.0","{'spotify': 'https://open.spotify.com/album/3vFXdadTR3C1r8hhxjv9d7'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","332mFY6yBda91AsIOSKirG","[{'height': 640, 'url': 'https://i.scdn.co/image/a4d841364f240c2d53306629c3cc01eac50fc037', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/4ca7665536de484a377e247f02bf89cdf15bd7df', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/e811617e1450cf4cd8a74fe7ba7e581566604184', 'width': 64}]","2018-05-30","ZZZ","day"
"6tJX10MavDa7fJSzh136UT","3l35zUobpXLjmlrfJyqzHJ","1.0","{'spotify': 'https://open.spotify.com/album/6tJX10MavDa7fJSzh136UT'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","5kLvecoV9Xw2TxlG8iC9eW","[{'height': 640, 'url': 'https://i.scdn.co/image/fa5d9379fe62db2179786b0cb1fa1b981c92a0e0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/d3ae6957048b09b0ce6e66bbba343e00225deaf9', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/8dfdb59049bbb14e13d10cb83fa8e89f615900fb', 'width': 64}]","2018-02-15","Amantes","day"
"16PrlZx42FN6YRuO3p1Vve","2OIExf8hOOvrwaVV5ibZWL","9.0","{'spotify': 'https://open.spotify.com/album/16PrlZx42FN6YRuO3p1Vve'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","1jXRYAZjergBNpKDFecOip","[{'height': 640, 'url': 'https://i.scdn.co/image/1d783f2e4597a56a4a77f4d9893835e7637d3bb9', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/7e9d0be338c5f7ae138dd86afb7a747e65cfde10', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/9c2d07e2eea1642d336067608c789e4d1df887eb', 'width': 64}]","2017-04-28","Adrift","day"
"0priyV6TuKyQiMgCyCVdjL","48Fx5ur3KtKBPGha402Sce","9.0","{'spotify': 'https://open.spotify.com/album/0priyV6TuKyQiMgCyCVdjL'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","6rsk1BIXh8MsXa9bMc6DDN","[{'height': 640, 'url': 'https://i.scdn.co/image/e092c8e400c8f03e644047e9d8fa91fdc6538d1f', 'width': 639}, {'height': 300, 'url': 'https://i.scdn.co/image/af4953a6208e2fbcd4b980ffedfa414e0ed5b03a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/121afdd9abe97bfb46a7d1ffc054b5d4d7a123e1', 'width': 64}]","2001-04-30","Potter: Sinfonia ""De Profundis"" / Finnegan's Wake","day"
"19aZxgHJEtveuVPhDFTMMG","3TIfpDj9FhrM4ejeXk4Q01","59.0","{'spotify': 'https://open.spotify.com/album/19aZxgHJEtveuVPhDFTMMG'}","compilation","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","0LyfQWJT6nXafLPZqxe9Of","[{'height': 640, 'url': 'https://i.scdn.co/image/dfb91ce3214b2d48b5100c33091373478be7928f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/9410dfd13e3a5ba31b88353dc300a6e0f975d324', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/99cb5328693a84cef750d6ec7d394a685a4ba8ee', 'width': 64}]","2016-05-20","Day of the Dead","day"
"4qFFxzwNLUpk2kce2Z7Bx0","6dRAaQ7DFVPsZ2Pnfv97vX","40.0","{'spotify': 'https://open.spotify.com/album/4qFFxzwNLUpk2kce2Z7Bx0'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","4FeDV8T2wgjzYKBamSp7MG","[{'height': 640, 'url': 'https://i.scdn.co/image/f3d66d94cf7066167ecfe4dd49e2c43665a14e97', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/e602dd1589d717da0f7410f6ec364d4ee3014dce', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/7f8e2d1372da7ae7f9fabee6d8f1b8b3108791d2', 'width': 64}]","2007-03-21","La Gran Colección del 60 Aniversario CBS - Enrique Guzmán","day"
"3EV5uUBf7tpbuYgMDZk3fC","7IqgWCJ1QC7Ldif9dy8fds","27.0","{'spotify': 'https://open.spotify.com/album/3EV5uUBf7tpbuYgMDZk3fC'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UY', 'VN', 'ZA']","3huVQoEWdqUTvlYpFVUHcF","[{'height': 635, 'url': 'https://i.scdn.co/image/e2ad996237cfd5ef989d7426635b7aca24f5394e', 'width': 640}, {'height': 297, 'url': 'https://i.scdn.co/image/1bf21b524fae63a5faa0030fe05f82e4dc56ef02', 'width': 300}, {'height': 63, 'url': 'https://i.scdn.co/image/f5435edcfb496f4e903c626c53c3cfac80434f47', 'width': 64}]","1964","The Sound Of Music","year"
